UtilizationUnitID,AverageLoad,PeakLoad,MedianLoad,RatedPVpower,AnnualConsumption,AccumualtedEnergy,UtilizationHours,InjectionHours,PowerDrawn,PowerInjected,BatterySize
208391,0.1,1.91,0.1,8,736,213,4998,3322,1.75,4.67,Low
213306,0.09,1.49,0.24,5,667,812,4807,3128,1.86,5.88,Low
172851,0.07,1.29,0.12,7,723,466,4763,3298,2.37,4.81,Low
176563,0.13,0.88,0.09,5,629,204,4201,3635,2.21,5.66,Low
131615,0.11,0.85,0.15,5,724,807,4554,3440,2.15,3.32,Low
125020,0.69,8.91,1.04,10,7091,2535,5734,2720,7.29,8.6,Medium
155559,7.93,37.84,9.1,22,95987,17192,6616,1349,17.07,11.77,High
188929,1.25,23.59,7.52,19,62444,47179,7030,1488,19.73,11.88,High
138213,10.94,14.91,6.72,15,17338,63081,6760,1227,17.25,15.73,High
138077,0.05,1.84,0.07,6,623,543,4108,3118,2.31,3.35,Low
198688,0.9,4.57,0.67,11,6234,5820,5280,2039,3.34,9.74,Medium
204531,0.73,7.5,0.97,10,1897,8637,5813,2391,7.76,7.94,Medium
202435,0.84,8.58,0.78,11,5292,3491,5960,2790,2.96,8.99,Medium
195426,0.16,1.16,0.17,3,670,517,4618,3593,1.88,5.55,Low
128780,0.45,7.55,1.02,13,7139,9891,5798,2080,3.27,10.19,Medium
194071,10.8,18.13,8.77,19,44771,22557,6433,1473,12.66,15.31,High
200076,4.03,20.94,3.37,21,71954,63798,7413,1329,23.21,11.15,High
210547,0.3,3.16,0.6,10,5944,7205,5454,2323,4.48,10,Medium
123349,5.7,13.34,4.77,18,25217,56488,6770,1094,29.85,12.11,High
205536,0.28,7.24,0.95,10,3244,9203,6005,2693,6.28,7.03,Medium
169933,7.12,26.45,6.68,15,99923,16429,6895,1946,13,13.87,High
194992,0.37,5.66,1.08,13,4988,9085,5342,2010,3.14,9.86,Medium
145929,0.19,1.2,0.07,8,687,496,4976,3579,1.72,4.42,Low
143773,0.63,3.38,1.04,13,911,4391,5205,2752,2.69,7.81,Medium
207367,0.13,1.34,0.05,6,703,350,4733,3027,2.26,4.06,Low
123319,2.62,34.83,7.08,19,60634,48653,7150,1815,26.94,13.87,High
178287,0.39,3.28,0.75,10,747,2829,5418,2466,4.29,7.71,Medium
210346,9.56,22.28,5.82,20,92805,51232,7329,1846,34.63,13.99,High
143486,7.39,12.33,3.39,20,23970,70729,6741,1586,14.81,14.19,High
150047,4.86,20,10.2,23,22205,24339,6507,1193,18.06,12.07,High
154203,0.8,6.59,1.01,10,7676,3240,6216,2160,7.62,8.33,Medium
209946,0.62,5.95,1.16,10,2142,6316,5995,2272,4.37,7.69,Medium
158402,5.96,10.27,6.74,16,47719,45148,6534,1878,18.03,14.09,High
148320,0.64,7.96,0.89,13,2029,3933,5253,2397,8.78,8,Medium
200205,2.31,27.69,6.7,21,8087,62203,7436,1851,37.59,15.54,High
191292,0.73,2.71,0.69,9,3204,2581,5711,2158,4.17,7.07,Medium
131785,0.37,7.44,0.64,12,7534,6560,5383,2960,6.61,6.26,Medium
162580,5.13,14.62,9.87,19,51219,24888,6739,1511,34.45,14.14,High
170300,0.1,1.45,0.23,5,684,300,4046,3560,1.63,3.97,Low
207038,9.38,37.8,10.17,20,37943,39529,6433,1223,35.82,12.61,High
196625,0.1,1.14,0.14,3,709,323,4398,3268,1.82,4.39,Low
184702,0.33,6.95,1.17,9,2877,1201,5335,2418,2.57,7.54,Medium
121402,0.09,0.89,0.15,5,625,772,4470,3351,1.67,5.64,Low
162164,6.21,28.1,6.04,24,34732,56415,7581,1392,35.01,11.8,High
185665,3.19,19.51,3.49,18,28238,14257,7013,1253,25.88,14.25,High
146050,0.35,3.49,0.83,9,3322,2153,6152,2599,8.81,6.3,Medium
154612,11,14.75,6.49,23,15717,66624,6829,1847,33.66,11.39,High
206891,0.27,5.67,0.52,13,7095,5571,6328,2794,5.32,10.06,Medium
147209,0.19,1.4,0.18,8,736,431,4878,3823,1.6,5.41,Low
176319,11.84,38.28,6.07,22,18926,19661,6418,1150,11.56,13.24,High
142317,9.42,39.51,8.55,21,63887,36804,7569,1312,11.21,15.36,High
186049,0.35,2.22,1.05,13,1875,1194,5059,2235,4.7,9.18,Medium
199033,10.98,23.25,2.6,16,64880,19520,7465,1430,19.74,15.06,High
173770,0.07,1.76,0.23,6,677,101,4292,3634,1.58,3.96,Low
164474,0.19,0.68,0.25,6,738,152,4805,3809,2.4,5.67,Low
162394,4.79,20.94,6.25,18,49571,54630,7295,1910,30.41,15.35,High
156466,4.27,26.95,10.46,18,69585,55548,6736,1607,34.46,15.51,High
156441,0.15,0.57,0.16,3,665,965,4882,3537,2.27,4.51,Low
124621,0.16,1.92,0.04,5,694,492,4658,3805,2.08,4.54,Low
122411,0.14,0.85,0.16,5,656,209,4647,3001,2.33,5.9,Low
131427,3.36,32.97,8.51,15,45622,23271,6614,1068,32.42,11.38,High
116678,1.24,33.85,7.65,23,70610,78131,7527,1532,28.41,14.75,High
205770,2.68,21.97,8.54,17,67936,15265,7509,1133,33.72,14.55,High
201628,0.1,1.93,0.11,3,684,783,4605,3975,1.78,4.28,Low
169894,0.04,0.69,0.09,8,665,744,4372,3055,2.03,5.61,Low
130994,0.32,3.44,1.12,9,1839,9747,5740,2422,7.83,9.05,Medium
152147,0.62,4.71,1,13,4188,1248,5203,2144,4.63,10.86,Medium
112852,0.76,4.15,1.01,14,6708,5395,5227,2505,7.12,7.06,Medium
207317,0.12,1.37,0.19,6,718,605,4108,3868,2.14,4.92,Low
166364,0.66,3.67,1.17,9,6783,6904,5396,2475,3.15,7.14,Medium
199000,0.15,1.93,0.2,5,625,338,4014,3767,2,5.46,Low
154725,5.27,33.57,4.22,24,57766,48557,7404,1089,18.53,15.56,High
156260,0.46,6.42,1.11,13,1248,2720,5143,2098,5.47,10.65,Medium
127589,4.49,26.21,1.57,19,50128,69455,6719,1898,23.94,14.37,High
183266,0.83,6.68,0.8,12,4972,3638,6122,2819,6.57,8.64,Medium
182775,0.12,0.78,0.04,4,684,294,4352,3690,1.87,4.94,Low
200536,5.13,35.96,9.11,17,77501,22510,7329,1959,38.08,13.71,High
150759,0.15,0.58,0.24,7,707,598,4816,3210,1.8,5.05,Low
151247,0.65,3.75,0.46,11,7713,1792,5295,2369,5.28,9.8,Medium
127058,0.26,5.59,1.17,13,5569,8739,6133,2896,6.2,6.35,Medium
183179,0.53,5.01,0.64,13,7645,2042,5858,2574,3.66,7.08,Medium
113371,8.27,16.11,11.85,17,98376,79099,6872,1000,9.87,12.79,High
124246,0.12,0.66,0.12,4,630,296,4437,3279,1.96,3.51,Low
164305,5.52,37.31,11.62,19,43269,16972,6641,1853,27.53,11.62,High
116348,0.77,5.16,0.78,10,1019,9956,5575,2558,4.62,6.44,Medium
131326,10.95,13.16,8.86,21,87076,26062,6571,1076,27.13,14.15,High
130712,4.71,29.97,6.61,19,63275,66141,6652,1161,16.28,12.49,High
181206,0.18,1.36,0.29,5,672,957,4264,3786,2.11,5.22,Low
125254,2.85,39.99,5.94,16,43623,40689,6646,1616,36.59,12.68,High
187956,4.64,38.72,9.02,19,66013,15153,6739,1596,39.36,13.62,High
124129,0.72,3.33,0.61,10,5023,7439,5107,2821,4.82,9.35,Medium
157892,0.28,3.21,1.16,12,2605,1705,6052,2821,8.53,7.49,Medium
175487,0.41,4.82,1.06,12,5512,7283,5301,2263,8.92,10.73,Medium
125259,0.13,0.99,0.13,5,729,786,4072,3256,2.33,4.69,Low
197296,0.13,1.27,0.08,8,727,512,4364,3354,2.31,3.53,Low
144079,0.11,1.31,0.19,4,658,806,4413,3661,1.6,4.11,Low
199088,2.36,28.24,9.38,23,43268,58393,7025,1460,15.59,13.72,High
150784,0.49,8.73,0.53,13,4996,2992,5909,2123,3.8,6.56,Medium
159936,1.48,14.68,2.64,16,86422,28586,7298,1829,22.18,13.67,High
120667,0.6,5.19,0.72,11,4725,3353,6217,2190,5.02,9.1,Medium
206956,0.04,1.76,0.19,8,697,578,4923,3633,2.15,5.24,Low
136989,0.28,5.59,1.17,13,7080,4362,5906,2018,7.15,6.88,Medium
203449,0.05,0.73,0.07,3,650,403,4270,3783,2.43,5.99,Low
118353,0.65,5.91,0.78,9,3442,4335,5242,2007,8.17,10.27,Medium
192997,0.41,3.46,1.19,12,4927,5565,5553,2893,8.06,7.58,Medium
126937,0.9,2.69,1.18,13,3252,5451,5505,2663,2.63,8.96,Medium
205465,0.58,7.8,0.68,9,3651,5194,5805,2531,5.48,8.48,Medium
164680,0.48,4.13,1.16,14,4720,5012,6004,2373,6.63,7.66,Medium
142420,0.1,1.72,0.24,4,644,514,4610,3133,2.3,4.4,Low
197829,0.13,1.36,0.03,8,718,262,4799,3452,1.66,3.41,Low
159169,0.28,4.84,1.08,11,5014,6578,5975,2626,2.9,8.62,Medium
128684,9.64,14.84,3.52,18,84562,53197,7593,1383,32.09,11.91,High
127070,0.64,3.39,0.46,13,2338,7127,5183,2001,3.57,7.09,Medium
149132,0.08,1.36,0.29,7,663,999,4786,3977,2.16,4.28,Low
113151,0.45,8.23,0.93,12,7448,5147,6250,2367,5.12,10.72,Medium
132859,0.39,5.86,0.67,10,1962,8771,6079,2436,3.43,8.32,Medium
184242,0.13,0.81,0.11,4,637,127,4804,3028,1.69,3.85,Low
135623,1.7,20.56,5.42,16,69867,69499,6697,1622,24.63,14.88,High
156582,0.18,1.29,0.14,5,735,405,4437,3200,2.49,4.9,Low
209458,9.99,22.71,4.86,15,77358,60843,7284,1726,14.73,15.98,High
187763,0.25,2.93,0.82,13,2474,5051,5103,2602,2.61,7.24,Medium
175585,0.26,7.76,0.41,12,6019,7535,5302,2883,2.6,8.51,Medium
130167,6.64,11.42,7.16,22,61740,21134,7110,1278,15.69,12.75,High
194743,3.6,36.11,4.64,23,77221,56860,6702,1391,23.41,11.73,High
124387,0.39,6.84,0.38,10,3919,5445,5338,2582,2.66,10.41,Medium
177391,0.04,1.8,0.24,5,637,194,4842,3895,1.73,4.55,Low
206848,0.31,5.3,1.01,14,2889,3206,5210,2487,2.78,10.7,Medium
190159,0.04,0.55,0.27,3,630,788,4473,3543,1.84,5.14,Low
117139,0.47,3.58,0.77,12,2083,6196,6194,2460,6.92,9.62,Medium
178403,0.69,2.8,0.33,11,6604,3951,6220,2078,4.17,10.25,Medium
127895,0.82,7.98,0.71,12,3578,7464,6045,2105,3.21,8.16,Medium
124278,0.16,0.85,0.07,4,704,331,4207,3639,2.04,5.62,Low
179216,5.4,16.13,6.72,19,76315,49975,7425,1953,30.48,13.73,High
180055,6.63,37.18,9.79,19,48195,26729,7142,1943,12.22,14.1,High
176791,0.07,0.86,0.07,4,635,670,4284,3102,2.33,3.4,Low
204834,8.16,23.42,1.34,16,14266,72557,6647,1973,17.12,13.82,High
205329,0.19,1.59,0.28,3,646,216,4856,3002,1.7,5.8,Low
156468,0.9,2.32,0.69,13,2621,9253,5055,2484,4.26,9.42,Medium
161573,7.53,34.03,2.05,24,65705,61986,6514,1648,15.17,12.73,High
191897,0.07,0.85,0.13,4,663,571,4131,3716,1.71,5.06,Low
169332,8.07,21.61,10.08,18,47200,58022,7215,1324,18.01,15.26,High
166551,8.01,24.01,5.01,23,95044,61910,6822,1242,26.15,12.86,High
119085,0.89,5.83,0.88,14,7594,1122,6121,2644,5.25,6.83,Medium
188100,8.68,11.81,7.65,25,46755,51009,6755,1176,39.32,12.1,High
183455,0.08,1.56,0.1,8,627,693,4723,3324,1.98,5.37,Low
209180,2.94,38.69,9.64,19,29362,60826,7364,1611,17.8,16,High
188029,0.37,5.87,0.8,14,5897,7291,6292,2333,7.24,7.32,Medium
166987,0.55,2.81,0.82,11,4627,2129,5389,2761,3.34,7.88,Medium
118267,7.92,20.59,6.05,19,47860,43843,7294,1644,13.27,12.4,High
140743,0.19,1.16,0.1,4,678,841,4255,3746,1.62,3.67,Low
126472,9.39,18.99,1.76,18,44929,73890,6930,1654,39.05,12.35,High
159826,0.15,0.94,0.03,3,707,320,4547,3995,2.29,5.02,Low
210627,4.71,17.07,10.85,17,55982,34999,7586,1602,16.71,15.78,High
135489,3.38,30,2.25,16,98136,69812,7573,1321,33.64,15.08,High
144830,5.4,38.21,10.03,16,47340,78905,6817,1647,33.03,13.25,High
150630,6.54,31.6,11.85,20,71400,27231,7538,1689,21.97,11.98,High
198412,0.45,4.95,1.02,9,4646,3720,6287,2567,3.01,7.91,Medium
144179,7.11,19.7,10.29,15,93239,53218,7475,1211,18.68,12.02,High
117997,0.07,0.57,0.05,3,663,305,4844,3491,1.97,3.06,Low
134538,4.82,37.91,8.35,24,21882,74324,6620,1835,34.4,12.02,High
143225,0.1,1.81,0.08,6,655,434,4510,3530,1.55,4.49,Low
160982,10.88,34.37,2.81,22,28183,39410,6784,1098,9.52,13.23,High
171426,0.1,0.83,0.02,6,693,546,4400,3169,2.33,3.85,Low
212889,0.06,1.28,0.23,3,631,991,4028,3944,1.72,5.39,Low
119296,0.59,6.81,0.84,12,7378,5811,6141,2751,4.47,7.28,Medium
195135,0.08,1.03,0.09,7,724,856,4826,3612,1.83,4.03,Low
214036,0.77,4.3,0.7,10,7006,6932,6395,2764,7.53,7.33,Medium
171423,6.55,18.61,3.19,22,81865,14498,6417,1761,38.19,12.18,High
148990,11.09,16.63,10.59,16,49008,44016,6417,1242,30.25,12.01,High
163106,0.3,3.2,0.44,10,6519,1938,5570,2528,7.61,7.89,Medium
119284,6.85,36.47,10.63,24,43266,50130,6760,1599,20.89,13.02,High
152374,0.51,7.74,0.86,10,5915,2776,6395,2590,6.72,6.51,Medium
138901,0.5,8.53,0.48,13,3863,5864,5235,2929,7.46,7.76,Medium
210112,0.63,7.22,0.76,13,5029,3032,5645,2624,4.12,8.15,Medium
197310,2.95,13.65,4.97,21,35108,49108,7388,1087,19.89,15.58,High
194259,0.81,7.33,0.61,9,5634,3718,5500,2715,4.34,6.79,Medium
155358,0.45,5.71,0.48,9,1010,3526,5093,2612,6.99,6.82,Medium
123147,3.09,34.4,5.09,19,57775,56844,6411,1309,14.48,15.69,High
189676,0.13,0.93,0.11,7,690,950,4759,3836,2.19,3.55,Low
203357,8.94,24.31,4.48,15,24210,25914,6479,1495,11.44,15.64,High
149103,1.32,16.2,11.95,22,25670,15919,7310,1546,28.01,13.98,High
206398,2.53,25.87,9.97,19,43727,15711,7247,1874,22.79,12.54,High
116276,0.2,0.95,0.1,6,643,877,4596,3773,2.46,5.84,Low
126335,0.39,8.81,1.16,13,5798,8171,5731,2635,5.28,9.99,Medium
207004,10.31,25.48,8.95,15,72332,58559,6700,1675,21.57,14.75,High
137302,11.58,18.16,11.06,19,97884,79009,7536,1033,20.93,11.32,High
123343,0.19,0.95,0.02,7,620,988,4158,3996,2.3,5.29,Low
205892,0.37,2.16,1.04,13,5147,3737,6136,2391,2.69,6.81,Medium
118613,0.09,0.87,0.2,6,652,524,4777,3408,1.62,5.75,Low
162259,0.05,1.18,0.05,5,633,735,4699,3464,2.49,4.8,Low
125567,0.15,0.71,0.04,5,708,982,4460,3100,2.45,5.95,Low
174913,0.22,8.25,0.43,12,6732,4655,6116,2905,3.5,6.32,Medium
138555,0.78,8.89,0.65,9,6613,6217,5930,2321,7.88,8.29,Medium
203583,9.15,11.45,9.13,22,77779,66589,7353,1479,34.83,12.97,High
175565,0.07,1.21,0.21,4,674,230,4824,3774,1.93,3.27,Low
212446,0.18,0.72,0.22,3,638,148,4948,3227,1.7,4.74,Low
187880,0.09,1.48,0.28,8,632,526,4997,3829,2.42,5.7,Low
157747,0.4,8.14,0.52,9,3437,5428,5097,2994,5.23,9.66,Medium
138466,0.07,1.49,0.18,5,719,171,4189,3009,2.47,4.41,Low
175843,0.79,7.83,1.15,14,2590,3858,6219,2688,6.3,7.98,Medium
166809,0.07,0.51,0.11,5,621,583,4952,3659,1.56,4.07,Low
139273,6.2,38.74,3.63,21,46264,75435,6544,1337,39.24,15.33,High
138305,0.24,8.77,0.89,12,7224,6839,5819,2543,8.22,8.73,Medium
148178,0.8,2.61,1.04,11,4171,7528,6250,2113,8.84,8.59,Medium
206540,9.41,36.24,7.5,16,84584,68562,6441,1951,15.29,13.87,High
127379,0.16,1.45,0.16,5,621,974,4877,3421,2.16,4.33,Low
208154,0.13,1.94,0.13,7,666,381,4685,3851,2.21,5.05,Low
120986,11.54,15.1,10.44,17,91708,10388,6666,1347,9.37,14.3,High
120692,4.51,25.64,1.24,23,26854,71673,7453,1228,24.05,12.88,High
159637,0.5,8.76,1.16,9,1443,1160,5186,2780,7.6,8.1,Medium
127742,10.29,30.99,8.2,17,39725,17240,6984,1700,22.25,14.56,High
177604,0.67,7.87,0.62,11,3822,3289,5695,2268,5.7,9.65,Medium
171800,7.14,9.87,9.36,18,33680,78261,7058,1535,10.65,13.45,High
178782,0.8,5.81,0.33,9,6404,1545,5602,2788,7.85,9.99,Medium
145295,2.72,36.46,2.76,25,68938,31128,7360,1794,17.02,14.36,High
192874,0.06,1.57,0.22,8,689,885,4272,3639,1.66,4.24,Low
160521,0.11,1.78,0.27,5,647,975,4800,3875,1.67,3.43,Low
195716,0.73,8.24,0.4,9,4108,9722,6131,2974,7.13,10.81,Medium
138241,0.63,6.37,1.15,10,2595,8951,5275,2718,3.86,7.79,Medium
154640,0.22,7.61,0.46,9,6498,9905,5026,2669,4.34,9.1,Medium
213709,0.88,8.47,0.86,14,3733,7291,5978,2453,2.77,7.74,Medium
178735,0.16,0.9,0.18,8,722,833,4050,3846,2.02,4.24,Low
205273,0.17,0.5,0.22,4,738,433,4709,3869,1.86,3.56,Low
112619,9.03,14.95,2.77,18,16948,55407,7357,1903,36.5,12.98,High
178812,0.44,5.39,0.54,12,4258,2374,6283,2265,8.07,7.93,Medium
189372,0.07,0.68,0.25,8,661,987,4938,3518,1.61,3.58,Low
169037,0.89,4.81,1.12,12,4772,3778,5047,2947,4.38,8.94,Medium
202909,0.51,8.44,0.33,13,3986,7752,5895,2608,4.67,8.57,Medium
111878,8.01,36.11,8.42,23,26898,25056,6667,1877,24.76,13.83,High
149262,0.32,6.43,0.44,12,3498,4479,5841,2567,8.26,8.6,Medium
147619,5.81,36.24,7.51,25,67180,56271,7291,1149,11.82,11.83,High
177491,0.1,1.32,0.14,4,670,976,4001,3036,1.94,3.63,Low
201272,1.53,23.08,11.56,22,43953,60897,7383,1170,28.93,15.58,High
147530,7.03,26.77,6.02,21,63889,19730,6571,1281,32.14,12.27,High
196899,0.5,4.86,1.19,9,887,2947,6100,2243,6.26,8.1,Medium
163572,3.45,38.57,5.26,16,32226,40739,6705,1343,27.96,14.5,High
149093,0.18,0.95,0.23,4,633,676,4403,3708,2.17,4.6,Low
162458,0.08,0.74,0.21,4,717,999,4064,3073,2.3,4.09,Low
121616,0.18,1.67,0.26,8,663,131,4198,3311,1.76,4.43,Low
157093,9.82,17.07,7.35,16,38276,18068,6919,1534,30.7,11.69,High
119689,0.12,1.11,0.15,3,646,419,4760,3549,1.71,4.46,Low
139190,0.88,4.08,0.43,11,1766,4922,5628,2930,4.01,8.55,Medium
113624,0.18,1.8,0.13,4,646,694,4984,3060,1.58,4.52,Low
184085,0.05,1.86,0.07,6,705,872,4500,3894,1.85,3,Low
180105,0.89,3.54,0.41,9,3284,6634,5110,2098,3.23,7.87,Medium
152254,0.18,1.17,0.14,6,706,151,4315,3408,1.7,4.52,Low
140930,2.12,22.03,5.74,19,78731,70552,7176,1013,24.91,15.21,High
194160,2.89,19.64,11.34,19,69344,62894,7076,1396,34.54,12.04,High
120152,11.46,17.58,7.54,24,79314,10393,6800,1050,14.41,15.05,High
178886,0.13,1.64,0.07,6,704,380,4815,3969,1.9,3.46,Low
204122,1.47,11.14,3.84,23,20687,29246,6736,1550,36.85,15.59,High
209985,0.85,5.3,0.5,14,7199,9544,5993,2180,6.36,7.91,Medium
195035,0.55,8.06,0.57,10,7527,8474,5779,2762,6.53,6.64,Medium
196530,0.06,1.85,0.02,3,704,130,4388,3513,2.07,5.34,Low
152202,0.6,6.49,0.38,10,4730,9409,5332,2505,8.49,10.91,Medium
179429,0.07,0.71,0.28,7,713,139,4745,3614,2.39,3.59,Low
128846,0.08,1.9,0.12,4,632,263,4597,3342,2.39,5.06,Low
172799,0.06,1.37,0.23,6,730,896,4258,3153,2.18,4.61,Low
123109,0.13,0.64,0.07,6,717,222,4774,3338,1.96,3.96,Low
147347,0.15,1.13,0.04,7,689,990,4872,3148,1.6,4.21,Low
169661,3.18,24.55,7.17,22,86366,11184,7483,1080,12.99,14.06,High
143135,0.61,3.48,1.09,11,6531,1677,5989,2225,7.02,10.23,Medium
132420,6.04,26.11,1.72,22,73342,16073,6624,1966,26.51,15.61,High
178059,1.51,35.41,5.75,20,53347,18854,7429,1779,16.55,12.7,High
151253,0.41,5.79,0.83,12,7336,2479,6281,2331,7.71,8.59,Medium
173619,0.71,8.11,0.52,12,1447,6249,6112,2188,8.39,8.85,Medium
116040,9.38,25.64,5.21,19,22159,25927,6923,1364,27.03,12.06,High
205902,0.39,2.41,1.06,14,5820,2840,6221,2752,2.76,8.39,Medium
173915,7.29,31.66,10.8,23,30712,33199,6929,1438,30.46,11.49,High
184472,0.42,5.47,0.74,10,2294,8494,5752,2524,2.74,10.05,Medium
202654,0.51,4.67,0.61,13,7837,5415,5132,2345,8.14,10.77,Medium
205872,0.68,2.7,0.74,14,4638,8357,6316,2990,2.81,6.58,Medium
151275,0.24,2.6,0.63,10,7083,7249,5987,2568,8.73,10.29,Medium
139217,0.17,2,0.21,6,732,711,4649,3441,1.83,5.51,Low
142570,3.59,18.7,1.33,24,8441,21835,6547,1966,16.91,11.39,High
135429,0.22,6.14,0.56,9,2831,9799,5270,2774,6.3,9.97,Medium
136260,0.16,1.66,0.26,7,636,154,4862,3548,1.77,4.53,Low
178509,0.09,1.75,0.05,8,705,783,4474,3500,1.72,4.34,Low
164440,0.15,0.75,0.27,4,695,654,4260,3833,2.11,3.64,Low
182318,9.48,28.79,6.11,25,78708,69356,7200,1824,38.47,14.95,High
204646,0.09,1.31,0.06,4,669,352,4101,3501,2.18,5.15,Low
127863,0.65,6.42,0.33,14,6846,7552,5468,2280,6.57,9.5,Medium
120599,8.76,25.39,8.27,16,50516,44280,6704,1830,22.68,15.53,High
173564,0.08,0.94,0.14,7,707,654,4548,3722,1.55,3.18,Low
184153,0.06,1.22,0.26,4,704,758,4913,3909,1.72,4.83,Low
144289,0.09,1.67,0.22,4,714,149,4447,3418,2.24,3.34,Low
201383,8.36,21.5,5.19,19,44913,57105,7541,1738,30.93,15.81,High
119428,7.84,11.54,11.35,17,79337,41939,6836,1496,11.39,12.54,High
116534,0.09,1.29,0.06,5,721,132,4023,3680,2.21,3.15,Low
203728,0.69,2.59,0.84,9,6524,3977,5455,2981,6.44,6.65,Medium
175480,0.07,1.63,0.2,6,725,690,4078,3904,1.9,3.4,Low
195479,0.13,1.97,0.03,8,736,555,4518,3244,1.97,4.82,Low
210863,0.82,4.15,0.9,10,3815,4272,5413,2748,5.25,9.74,Medium
114117,5.23,9.25,1.51,18,23787,31031,6564,1003,34.63,14.85,High
173594,0.17,0.63,0.1,5,644,465,4358,3275,2.21,3.41,Low
184486,0.65,7.84,0.42,9,964,3602,6323,2196,3.26,9.71,Medium
119337,0.23,8.26,0.85,13,833,5003,6361,2906,5.34,10.47,Medium
176308,10.35,32.83,2.31,16,80278,62790,6569,1807,39.42,13.46,High
143763,0.11,0.65,0.18,8,639,346,4809,3699,2.28,3.15,Low
137696,0.25,3.86,0.56,14,7634,8416,5918,2433,4,8.57,Medium
192838,11.79,10.64,11.13,24,86499,44227,7343,1381,9.58,11.28,High
195985,5.97,9.3,7.29,20,75125,15898,7226,1131,36.62,11.58,High
163165,0.53,2.48,1.12,9,6682,2099,5367,2003,8.82,7.91,Medium
141189,3.85,33.6,4.88,19,46616,41511,6858,1789,15.01,12.5,High
175871,0.74,7.35,1.03,9,4070,5818,5069,2028,6.25,6.96,Medium
125718,0.05,0.99,0.22,5,633,721,4064,3588,2.28,4.09,Low
195243,6.18,32.52,10.36,19,52575,38522,7497,1943,18.37,14.53,High
191068,0.82,2.1,1.03,9,6771,6760,5223,2281,5.81,7.76,Medium
133432,0.08,1.57,0.08,5,712,533,4557,3389,2.43,5.57,Low
168383,8.36,15.17,3.62,25,28921,36551,7446,1279,16.92,12.83,High
162753,0.16,0.65,0.03,7,651,813,4707,3007,2.28,4.11,Low
176045,0.53,5.83,0.74,13,5930,7172,5604,2407,7.93,7.81,Medium
138199,7.64,27.8,9.08,25,58062,64505,7352,1192,22.54,14.58,High
143540,0.68,5.97,0.63,9,6604,3880,5819,2890,3.37,9.32,Medium
190071,0.1,1.83,0.05,8,627,451,4348,3092,2.18,3.83,Low
126969,0.38,2.43,0.88,14,4694,5389,5464,2978,4.2,6.18,Medium
194640,0.5,7.75,0.82,12,6469,5075,5204,2776,2.58,8.55,Medium
169885,0.57,2.6,0.83,10,4574,2115,5135,2171,8.07,10.25,Medium
142164,0.79,4.53,0.65,13,4935,2153,5461,2928,3.39,8.71,Medium
112540,0.2,1.95,0.2,5,701,968,4688,3983,2.43,4.58,Low
147779,0.1,1.59,0.06,4,738,918,4397,3285,1.8,4.61,Low
115251,4.1,24.49,8.17,20,71830,47575,6643,1453,10.67,13.27,High
180830,0.19,1.16,0.11,6,704,882,4521,3820,2.31,5.6,Low
137619,0.71,6.61,0.75,12,7892,3583,5989,2935,8.23,9.84,Medium
125075,2.89,24.84,7.53,22,44386,38616,7156,1761,33.83,11.06,High
138722,0.73,5.53,0.36,9,4696,8821,5922,2277,2.91,9.34,Medium
184521,0.86,7.42,0.77,12,4020,7092,5904,2654,5.57,6.32,Medium
143673,0.17,0.86,0.23,4,622,829,4307,3063,2.31,3.69,Low
166538,0.09,0.99,0.15,4,720,434,4731,3595,2.36,5.54,Low
199087,0.46,2.99,0.49,11,4551,4678,5076,2741,4.12,10.59,Medium
195500,5.12,17.84,8.21,22,73492,14946,7405,1204,18.28,13.84,High
139143,0.06,1.63,0.03,7,683,261,4380,3560,1.53,5.34,Low
207614,5.93,9.01,10.98,24,30474,60210,7114,1662,21.37,11.46,High
190492,7.65,15.84,8.7,21,24651,46534,7368,1416,26.67,11.49,High
115574,0.38,6.03,1.16,14,944,5569,5502,2485,7.42,8.28,Medium
119602,0.28,8.96,1.13,14,6450,3927,5713,2508,3.49,9.74,Medium
148595,0.15,1.94,0.06,8,699,517,4446,3930,1.89,3.54,Low
140784,0.15,1.82,0.27,4,629,377,4248,3350,2.29,3.76,Low
165758,4.34,24.29,9.69,16,46815,64053,6916,1508,10.78,11.54,High
185592,10.42,11.36,11.07,15,22443,62241,6524,1812,17.99,11.13,High
155409,0.27,7.19,0.44,9,2972,5312,5439,2292,6.73,7.26,Medium
174129,0.15,0.58,0.08,5,664,982,4077,3732,1.71,5.27,Low
147642,8.19,11.04,10.22,20,95066,26841,6602,1353,27.25,15.15,High
117020,0.54,2.34,0.96,11,6042,3479,5837,2605,7.37,9.32,Medium
197414,3.47,14.52,9.03,21,12287,38517,6853,1906,38.62,13.64,High
126607,8.26,15.97,6.87,17,23098,77890,7258,1289,25.13,15.56,High
212560,0.51,6.6,1.09,14,7896,7738,5919,2875,3.25,8.46,Medium
112232,0.1,1.84,0.08,5,739,431,4945,3281,2.01,3.44,Low
114661,0.72,4.58,0.41,9,6229,5823,5308,2514,4.61,10.58,Medium
163613,0.95,25.39,10.52,15,31713,24077,6475,1934,9.89,11.62,High
137845,5.81,11.51,5.91,17,56397,19037,7113,1578,27.89,11.12,High
200608,0.57,2.2,0.52,9,6809,6794,5168,2952,3.99,8.4,Medium
153819,0.19,1,0.16,7,688,772,4292,3075,1.75,5.99,Low
